epoch,train_loss,train_recon,train_vq,val_loss,val_recon,val_vq
1,0.16176190513830918,0.16157461588199323,0.0001872900977100646,0.15776606276631355,0.15776242688298225,3.6387729096531984e-06
2,0.1590436937717291,0.1589520539228733,9.163842409739467e-05,0.15399925783276558,0.15343421325087547,0.0005650489329127595
3,0.1586791122188935,0.15309408249763343,0.0055850290026193345,0.16801407933235168,0.14628727734088898,0.021726801292970777
4,0.2678414904154264,0.14722625280802065,0.1206152390402097,0.4521802291274071,0.13995057716965675,0.3122296519577503
5,1.1356640572731311,0.13774812680024368,0.9979159362041033,2.1223976612091064,0.12448490038514137,1.9979127943515778
6,3.117334219125601,0.11870329741101998,2.998630936329181,2.1351664066314697,0.10687815397977829,2.028288245201111
7,1.1700309388912642,0.10592714525186099,1.064103789627552,0.3600105494260788,0.10078958421945572,0.2592209689319134
8,0.4864270778802725,0.09935467518292941,0.3870724021242215,0.43677540868520737,0.09458768554031849,0.34218771755695343
9,0.3792934406262178,0.09551806490008648,0.2837753737202057,0.29011885821819305,0.09305845014750957,0.19706040993332863
10,0.5044900935429794,0.0966451784166006,0.4078449125473316,0.6451630592346191,0.09144498221576214,0.5537180677056313
11,0.4498256937815593,0.0941403886446586,0.3556853016981712,0.36221814900636673,0.09483378753066063,0.2673843577504158
12,0.5941878236257113,0.09598948090122296,0.4981983407185628,0.7131897956132889,0.08971418999135494,0.6234756261110306
13,0.568192488872088,0.09098816806307206,0.4772043205224551,0.5531056150794029,0.0883564967662096,0.4647491127252579
14,0.8107292973078214,0.08982332623921908,0.7209059756535751,0.8903303742408752,0.09290839359164238,0.7974219769239426
15,1.3954574419901922,0.09519097982690884,1.3002664561455066,1.320602923631668,0.09095717035233974,1.2296457588672638
16,0.9935027200442094,0.09216171818283889,0.9013410050135392,1.0339351296424866,0.08747155033051968,0.9464635848999023
17,0.9258386137393805,0.08694973817238441,0.8388888812982119,0.5884320139884949,0.08696838840842247,0.5014636293053627
18,0.6462754022616607,0.08851561523400821,0.557759787600774,0.5895401239395142,0.08482147753238678,0.5047186389565468
19,0.9383921749316729,0.08329224414550342,0.8550999336517774,0.5774699375033379,0.08255564793944359,0.49491429328918457
20,0.7047304992492383,0.08362684570826016,0.6211036546872213,0.7881048619747162,0.08162186294794083,0.7064830139279366
21,0.8019527288583609,0.08180382160040048,0.7201489118429331,0.49213558435440063,0.08294982463121414,0.4091857522726059
22,0.6044489007729751,0.08612845207636173,0.5183204458310053,0.5196609050035477,0.08709796145558357,0.4325629472732544
23,0.6768001914024353,0.08156844400442563,0.5952317485442529,0.9597560912370682,0.07753070816397667,0.8822253793478012
