epoch,train_loss,train_recon,train_vq,val_loss,val_recon,val_vq
24,0.9256415676612121,0.08060794696211815,0.8450336146813172,0.657246857881546,0.08140059374272823,0.5758462622761726
25,0.8244528976770548,0.08151421667291568,0.7429386812906998,0.8686399310827255,0.07960314303636551,0.7890367656946182
26,1.1662809802935674,0.08268115784113224,1.0835998172943409,1.0186389833688736,0.08329142071306705,0.9353475570678711
27,0.966536515034162,0.0818369506070247,0.8846995601287255,0.9328757375478745,0.08185203932225704,0.8510237038135529
28,1.7666607361573439,0.08535188121291307,1.681308851792262,2.302590399980545,0.08726884983479977,2.2153215408325195
29,1.2778956592082977,0.08271264141568771,1.1951830295416026,0.7891462594270706,0.07793908566236496,0.7112071663141251
30,0.8438149255055648,0.07920983548347767,0.7646050934608166,0.6654853820800781,0.08059688471257687,0.5848885029554367
31,0.8393342792987823,0.08021285728766368,0.7591214179992676,0.8449557572603226,0.07935355044901371,0.7656022012233734
32,1.427364312685453,0.08543698432353827,1.3419273174726045,1.7070543766021729,0.08600408397614956,1.6210502982139587
33,1.4500778432075794,0.08751009261378875,1.362567743429771,1.1197620183229446,0.08412106893956661,1.0356409549713135
34,1.0583813924055834,0.0805776073382451,0.9778037781898792,0.6340740323066711,0.07725396566092968,0.5568200573325157
35,0.599265096279291,0.07841502244655903,0.5208500726864889,0.49514512717723846,0.07743288949131966,0.4177122414112091
36,0.557348771737172,0.07775106567602891,0.47959771064611584,0.3941890373826027,0.07760640606284142,0.316582627594471
37,0.42435378294724685,0.07562362775206566,0.3487301543354988,0.3845475912094116,0.07316144928336143,0.3113861419260502
38,0.4386969609902455,0.07330460731799786,0.36539235137976134,0.39107096940279007,0.07259217649698257,0.3184787929058075
39,0.42619608228023237,0.07308039957514176,0.3531156824185298,0.3654407188296318,0.0711099598556757,0.29433076083660126
40,0.3993639235313122,0.07156731159641193,0.3277966116483395,0.3483678847551346,0.0700618252158165,0.2783060558140278
41,0.3896705817717772,0.07079875927705032,0.3188718259334564,0.36089691519737244,0.0703517459332943,0.29054516181349754
42,0.3911603677731294,0.07032418480286232,0.32083618067778075,0.3527615889906883,0.06953089311718941,0.2832306958734989
43,0.41104145233447736,0.0697560253051611,0.3412854281755594,0.40905212610960007,0.06768624857068062,0.34136587381362915
44,0.4331483290745662,0.06885606652268997,0.36429226054595065,0.41862552613019943,0.06756208091974258,0.35106345266103745
45,0.43943524819154006,0.06848462097919904,0.37095062835858417,0.39150968939065933,0.06718035228550434,0.32432933896780014
46,0.42754708574368405,0.06774505657645372,0.3598020294537911,0.39712295681238174,0.06713177263736725,0.3299911841750145
47,0.42824244040709275,0.06785651554281895,0.36038592343146986,0.3830046206712723,0.0670427605509758,0.3159618601202965
48,0.4218645439698146,0.06798953992816117,0.35387500662070054,0.39817940443754196,0.0682950634509325,0.3298843428492546
49,0.47890808490606457,0.06861484279999366,0.41029323981358456,0.4403749033808708,0.06769709661602974,0.3726778104901314
50,0.45262047763054186,0.06807539325494033,0.3845450820831152,0.42602337896823883,0.06675750203430653,0.35926588624715805
51,0.44344016680350673,0.06749224290251732,0.37594792476067174,0.3916098475456238,0.0668697040528059,0.32474014163017273
52,0.40747263912971204,0.06734019259993847,0.34013244681633437,0.3717026114463806,0.06634585373103619,0.3053567633032799
53,0.4433223937566464,0.06716436606187087,0.37615802998726183,0.40121346712112427,0.06619037315249443,0.33502309769392014
54,0.40543152391910553,0.06716387145794354,0.33826765475364834,0.3669143170118332,0.06711588613688946,0.2997984364628792
55,0.4143110903409811,0.06799107704025048,0.34632001244104826,0.4233713671565056,0.0688223373144865,0.35454902797937393
56,0.4327227484721404,0.06919331562060577,0.3635294299859267,0.3506357967853546,0.0675346590578556,0.2831011414527893
57,0.35864008848483747,0.06840344260518368,0.29023664330060667,0.3145950064063072,0.0669252946972847,0.24766971170902252
58,0.3253194741331614,0.06793459160969807,0.2573848825234633,0.25393398106098175,0.06681155785918236,0.1871224232017994
59,0.2714866909843225,0.06710320453231151,0.20438348673857176,0.22856363654136658,0.06586496345698833,0.1626986749470234
60,0.22748173028230667,0.066192788286851,0.16128894199545568,0.20614107325673103,0.0655227042734623,0.1406183671206236
